area_mean,area_se,area_worst,concavity_se,fractal_dimension_mean,perimeter_mean,perimeter_worst,radius_mean,radius_worst,smoothness_mean,smoothness_worst,symmetry_worst,texture_mean,texture_worst
776,85.5,365,0.0507,0.052,101,77.7,15.1,12.3,0.103,0.137,0.271,23.4,23.1
477,22.7,617,0.0143,0.0707,76,93.6,12.1,13.2,0.106,0.125,0.329,21,22.3
797,89.1,1.25E+03,0.0498,0.0574,96.3,128,14.7,20,0.094,0.179,0.398,19.3,19.9
654,71.8,1.24E+03,0.0466,0.0641,97.2,130,14.6,19.4,0.0776,0.109,0.357,24.1,34.3
335,97.2,1.31E+03,0.0103,0.0644,67.8,131,10.3,19.5,0.0781,0.15,0.374,19,29.9
632,29.1,1.56E+03,0.0173,0.0678,100,134,15.2,20.5,0.103,0.14,0.224,12.9,22.6
490,-11.8,1.29E+03,0.0352,0.0648,89,132,14,19,0.103,0.16,0.296,20.2,20.6
34.9,-15.8,1.43E+03,0.072,0.0729,56.4,128,8.71,19.6,0.0811,0.161,0.283,16.3,22.3
988,43.8,602,0.0506,0.0572,116,93.5,17.4,14.8,0.107,0.0684,0.271,22.5,29.3
730,46.9,1.02E+03,0.0504,0.0617,95.4,116,14.4,16.7,0.0726,0.122,0.264,21,32.5
1.53E+03,30.8,831,0.0236,0.0721,153,90.9,23,14.8,0.111,0.165,0.248,23.4,18.2
1.21E+03,29.1,-5.44,0.0807,0.0721,131,61.1,19.4,9.78,0.121,0.163,0.314,19.8,19.4
492,7.88,626,0.0255,0.056,88.3,92.2,13.4,14.5,0.0836,0.0881,0.353,20.8,40.6
-7.81,50.7,1.53E+03,0.0782,0.0672,49.7,145,7.82,21.6,0.0737,0.143,0.374,12,26.4
469,-11.8,928,0.031,0.069,83.5,101,13,15.3,0.0962,0.148,0.352,15,18
986,-7.09,-601,0.0649,0.0627,108,22.2,16.9,4.2,0.111,0.118,0.219,21.4,20.6
1.18E+03,2.44,992,0.0378,0.0705,128,117,19.7,18.3,0.09,0.14,0.253,15.7,23.6
886,44.8,1.14E+03,0.0694,0.0712,110,133,16.8,19.4,0.103,0.145,0.21,28.9,21.9
706,110,2.43E+03,0.0596,0.0694,98.1,188,14.8,27.4,0.103,0.152,0.274,24.5,33.9
707,41.5,575,0.0334,0.0709,90.1,83.6,13.8,12.4,0.107,0.147,0.16,22.5,30
1.85E+03,-24.8,100,-0.00606,0.0657,174,80.2,25.9,10.8,0.0886,0.127,0.271,16.5,29.6
363,25.7,1.47E+03,-0.00175,0.0752,78.2,141,12,20.9,0.0807,0.131,0.275,7.71,41.1
580,55.8,791,0.0403,0.0546,83.1,105,12.8,15.1,0.0911,0.136,0.326,15.4,22.8
588,16.3,1.02E+03,0.0293,0.0702,92.4,116,14.1,17.8,0.109,0.159,0.233,17,17.8
801,126,1.72E+03,0.0977,0.0729,101,154,15.5,21.7,0.0844,0.1,0.292,17.5,24.9
817,94.2,1.07E+03,0.0133,0.0615,103,122,15.4,18.7,0.0789,0.141,0.242,22.6,21.9
766,14,1.11E+03,0.0692,0.063,91.7,131,14.2,19.5,0.0805,0.145,0.322,12,29.3
905,44.7,406,0.0072,0.059,108,86.2,16.3,13.8,0.0909,0.114,0.244,6.72,16.9
574,65.8,930,0.012,0.0654,85.8,103,12.8,15.6,0.106,0.128,0.276,18.9,25.1
430,32.7,371,0.0131,0.0565,70,77.1,11.2,10.8,0.1,0.114,0.246,19.2,30.4
926,29.3,436,0.012,0.0736,107,82.8,16.1,12.5,0.101,0.13,0.298,11.5,18.9
479,71.5,1.06E+03,0.0469,0.0489,75.2,117,11.8,18.1,0.101,0.107,0.273,19,26.9
862,-52.6,-58,-0.0278,0.0552,107,46.5,16.4,8.13,0.125,0.148,0.242,19.5,23.6
58.2,-31.2,306,-0.0185,0.0698,52,64.8,8.39,10.2,0.112,0.13,0.373,12.6,10.8
1.02E+03,149,1.02E+03,0.0483,0.0604,107,105,16.5,17.2,0.126,0.102,0.22,16.1,39.2
339,0.134,1.34E+03,0.00825,0.0528,78.7,135,12.3,19.9,0.0769,0.182,0.452,22.5,13.9
826,-7,1.06E+03,0.0812,0.0578,103,118,15.8,17.3,0.0915,0.174,0.335,11.9,24.9
321,14.9,665,0.0378,0.0569,66.6,97.4,10.6,14.6,0.109,0.133,0.306,15.2,29.6
696,-45.5,-525,-0.0164,0.0581,101,28,15.4,4.24,0.0906,0.12,0.296,24.2,27.6
766,57.2,1.11E+03,0.0763,0.0691,99.3,135,15.2,19.7,0.0786,0.0995,0.208,19.7,28.1
367,-50.4,561,0.025,0.067,74.3,81.8,11.9,13.6,0.0854,0.13,0.288,17.3,27
903,-23.1,60.6,-0.0145,0.0629,117,61.3,17.7,9.99,0.0944,0.135,0.311,19.5,28.2
925,20.8,689,0.00522,0.0685,107,94.2,16.3,15.4,0.081,0.139,0.301,23,24.3
924,25.2,816,0.0265,0.0629,113,115,17.4,15.6,0.0813,0.102,0.514,21.9,23.8
678,46.1,1.57E+03,0.0488,0.0633,99.7,148,15.4,22.4,0.0832,0.152,0.355,21.9,14.1
436,41.7,1.13E+03,0.0221,0.052,79.7,119,12.5,17.8,0.0736,0.104,0.3,17.5,41.2
519,71.1,857,0.0901,0.0577,83.9,95.6,12.8,15.3,0.11,0.126,0.323,18.8,26.3
350,82.4,1.19E+03,0.00454,0.0502,70.4,133,11.1,19.1,0.0897,0.125,0.391,24.8,36
229,1.08,1.46E+03,0.0851,0.07,64.3,135,10.5,20.5,0.0773,0.147,0.249,19,26.7
773,52.5,1.08E+03,-0.00987,0.0505,101,113,15.3,17.9,0.0889,0.113,0.222,14.5,27.4
264,-40.9,-244,0.013,0.0406,66.1,37.7,10.3,6.58,0.0851,0.152,0.345,20,29.2
516,44.4,1.39E+03,0.0533,0.0426,87,126,13.1,19.2,0.113,0.167,0.225,19.8,39
961,100,1.28E+03,0.0176,0.052,111,131,17,19.7,0.0894,0.127,0.31,18.7,23
769,124,1.24E+03,0.0689,0.0537,91.2,138,14.2,20.5,0.102,0.128,0.356,23.1,25.8
300,37.7,1.21E+03,-0.00346,0.0593,69.7,128,10.7,18.9,0.103,0.15,0.312,24.6,33.4
1.15E+03,88.8,1.55E+03,0.00909,0.0646,123,153,19,22.6,0.0969,0.0955,0.296,16.7,23.3
1.00E+03,32.1,971,0.0163,0.0622,118,103,17.8,16.3,0.106,0.129,0.391,11.9,35.9
706,19.6,415,0.0193,0.0574,97.3,92.1,15.3,13.2,0.107,0.135,0.312,14.1,21.1
943,-16.3,533,0.0799,0.0594,111,92.8,17.3,14.7,0.0879,0.117,0.284,11.3,28.6
234,143,1.41E+03,0.0956,0.0607,52.9,134,8.34,20.8,0.109,0.131,0.33,19.2,27.3
1.09E+03,7.91,773,0.02,0.0568,119,83.1,18.1,13.4,0.0765,0.126,0.363,21.2,40.9
812,92,761,0.0564,0.0593,105,109,15.8,15.7,0.112,0.127,0.236,20.2,31
1.13E+03,-79.9,208,0.0466,0.0634,131,52.5,19.7,9.74,0.111,0.135,0.229,13.8,21.8
785,14.2,510,0.041,0.0583,99.2,91.3,15.3,13.5,0.12,0.121,0.328,20.6,30.4
927,43.9,556,0.0195,0.053,107,88.4,16.8,13.6,0.109,0.127,0.255,20.9,34.2
507,-27.5,-145,0.0665,0.0691,83.1,44,12.8,6.76,0.0891,0.0769,0.353,17.8,27.8
681,53.8,1.02E+03,0.0816,0.0747,92.6,110,14.4,16.7,0.0914,0.113,0.273,23.1,24.6
1.22E+03,51.9,1.18E+03,0.0142,0.0546,132,136,19.9,19.4,0.087,0.129,0.187,20.1,32.5
1.14E+03,3.82,709,0.0174,0.0661,130,93,19.6,14,0.115,0.105,0.263,16.3,29.1
1.03E+03,41,951,0.0662,0.0616,109,125,16.8,18.6,0.0641,0.128,0.262,17.1,17.2
1.39E+03,-53.8,94.6,0.0161,0.0582,147,59.1,22.1,9.24,0.0913,0.154,0.337,14.3,22.6
823,11,503,0.0473,0.0486,108,89.2,16.3,14.5,0.0818,0.131,0.284,22.2,31.8
1.10E+03,80.9,721,0.0205,0.0671,125,118,18.4,17.1,0.087,0.0989,0.313,24.6,13.8
767,95.9,1.81E+03,-0.0144,0.0609,99.3,163,15.1,23.9,0.0848,0.135,0.29,26.8,25
-111,89.4,1.48E+03,0.0553,0.0504,35.9,144,5.82,21.2,0.0809,0.127,0.255,23.9,39.8
794,15.9,756,0.0789,0.0609,104,99.4,15.7,15.2,0.0987,0.163,0.386,20.2,33
375,33.4,667,0.013,0.0742,74.1,93.7,11.3,14.8,0.0908,0.131,0.179,17.6,31.3
1.06E+03,30.5,885,0.0821,0.0646,121,103,18.2,15.9,0.0874,0.147,0.363,19.8,29.6
943,66.7,1.23E+03,0.0988,0.0573,110,134,16.7,20.5,0.083,0.126,0.19,24.6,33.9
1.15E+03,-20.1,129,0.0794,0.0658,119,67.9,18.4,10.3,0.0656,0.0894,0.191,23.1,35.2
120,1.48,538,0.0151,0.0707,49.5,89.1,8.29,13.6,0.123,0.11,0.401,16.2,23.8
949,11.4,1.01E+03,0.0915,0.0631,118,128,17.9,18.6,0.118,0.187,0.323,17,23.9
559,107,1.26E+03,0.0134,0.0631,85.9,135,13.3,19.8,0.0987,0.109,0.242,20.2,25.6
830,-75.4,-267,0.0306,0.0568,104,28.8,15.6,5.4,0.0748,0.143,0.288,14.8,19.4
1.42E+03,11.1,195,0.092,0.0712,134,74,20.1,10.6,0.103,0.156,0.3,18.8,32
82.9,104,731,0.0651,0.059,47.2,97.1,7.51,15.1,0.114,0.105,0.331,19.5,24
1.17E+03,-10.7,1.06E+03,0.0482,0.0771,135,98.1,19.7,15.7,0.0643,0.136,0.308,13.8,26.3
833,24.3,545,0.0364,0.0572,109,81.1,16.8,12.7,0.114,0.158,0.339,18.6,20.1
629,-6.52,486,0.0629,0.0613,85.2,75.5,13.6,12.4,0.0898,0.138,0.292,17.9,29.8
543,15.9,516,0.00788,0.0524,88.6,90.9,13.4,13.9,0.098,0.123,0.304,20.4,17.8
1.37E+03,6.07,556,0.0442,0.0709,147,85.1,21.8,13.7,0.0909,0.126,0.228,23.5,30.6
1.22E+03,74.5,1.10E+03,0.0395,0.0652,126,115,19,18.1,0.0882,0.134,0.231,18.4,33.4
891,27.2,968,0.0293,0.0668,115,112,17,17.2,0.0874,0.166,0.28,29.4,32.3
1.45E+03,-111,444,0.0328,0.0698,153,74.7,23.4,11.3,0.0932,0.185,0.265,18.8,24.5
531,82.4,1.13E+03,0.0261,0.0548,85.2,137,12.9,19.9,0.0824,0.109,0.202,21.2,24.6
228,70,576,0.0197,0.0606,62.4,79.4,9.43,12.6,0.0794,0.0919,0.223,11.1,24.1
839,-41.6,86.8,0.0158,0.0665,106,59.7,16.1,9.86,0.103,0.143,0.205,13.7,23.4
483,33.1,1.27E+03,0.0135,0.0641,76.2,117,12.2,17.3,0.0889,0.168,0.267,16.8,25.7
147,-30.6,852,0.0328,0.0682,60.2,92.3,9.91,14.5,0.0936,0.133,0.284,25,28.1
423,12.9,439,0.00512,0.0655,79.9,75.3,12.4,11.2,0.125,0.135,0.219,17.5,34.9
413,-11.8,-461,0.0532,0.0751,77.4,29.1,12.1,5.3,0.129,0.103,0.323,18.9,13.9
197,89.8,1.39E+03,0.0376,0.0658,58.1,156,8.94,21.8,0.0904,0.109,0.353,14.6,28.1
575,20,203,-0.00295,0.0517,86.8,65.3,13.4,10.7,0.0759,0.112,0.232,18.9,28.1
133,27.5,197,0.0725,0.0581,52.8,69.8,8.56,11,0.094,0.134,0.236,25.5,22.8
570,47.8,856,0.0368,0.0611,88.7,116,13.5,16.4,0.104,0.151,0.223,15.8,24.6
402,20.6,1.10E+03,0.0461,0.0636,74.7,117,11.9,18.2,0.116,0.106,0.303,15.3,30.1
785,-4.38,304,-0.00947,0.0639,100,71.6,15.3,11.5,0.0809,0.117,0.311,12.2,28.2
402,-35.9,445,0.0233,0.0718,76.2,84.8,12,12.9,0.0662,0.107,0.278,21,30.7
829,-16.3,191,0.0171,0.06,108,64.3,16.3,10.8,0.105,0.155,0.312,13.8,25.8
745,79.1,1.30E+03,0.0129,0.0575,97.3,132,14.7,19.3,0.0851,0.11,0.285,18.4,20.7
1.04E+03,38.8,1.10E+03,0.0139,0.0651,120,115,18.3,17,0.0804,0.133,0.302,22.6,16.1
452,175,2.42E+03,-0.0164,0.0634,76.4,191,12,27.9,0.114,0.157,0.271,17.8,25.5
704,150,1.87E+03,0.0104,0.0567,88.4,171,14,25.3,0.0884,0.113,0.347,21.5,16.6
800,13.5,233,0.0172,0.0606,101,72.2,15.4,10.9,0.0652,0.12,0.309,27.7,27.1
356,13.3,748,-0.0169,0.073,73.8,107,11.2,15.5,0.109,0.153,0.264,15.3,30.9
579,2.92,381,0.0572,0.0616,88.4,87,13.7,12.9,0.102,0.144,0.309,18.2,10.9
766,45.1,1.02E+03,0.0264,0.0566,102,128,15.5,17.7,0.0773,0.139,0.269,16.5,30.5
606,11,1.12E+03,0.0676,0.0635,90.9,121,14.1,18.1,0.0923,0.147,0.35,17.3,27.7
1.01E+03,18.7,308,0.0559,0.0762,115,84.3,17.6,12.5,0.114,0.127,0.378,14.8,17
1.19E+03,69.7,1.39E+03,0.0284,0.0654,129,145,19.6,21.7,0.0904,0.118,0.168,21.9,25.8
1.05E+03,54.6,750,0.0509,0.0605,113,101,16.9,14.9,0.0877,0.161,0.308,24.5,33.2
369,-22.6,379,0.0334,0.066,74.5,69.6,11.7,11.3,0.0926,0.111,0.308,19.6,29.9
242,0.819,571,0.0126,0.0684,66.3,88.9,10.5,14.4,0.076,0.147,0.285,20.7,27.1
943,85.9,1.90E+03,0.0352,0.0644,115,160,17.2,23.1,0.108,0.124,0.334,16.5,25.9
722,11.1,1.27E+03,0.0315,0.0519,101,124,15.5,18.9,0.0863,0.153,0.294,24,12.5
-343,8.45,535,0.0368,0.0612,27.1,85.2,4.79,13.2,0.0942,0.159,0.258,19.4,19.3
838,-4.67,482,0.00216,0.0653,104,76.7,15.5,11.6,0.0787,0.151,0.289,14.2,24.3
876,30.4,997,0.036,0.0709,108,115,16.3,17.1,0.0806,0.126,0.252,17.8,31.9
1.34E+03,85.3,1.69E+03,0.0328,0.0754,138,146,21.1,22.5,0.104,0.165,0.267,17.3,30.3
534,46.8,925,0.0349,0.0462,97.1,98.5,14.3,15.3,0.0961,0.13,0.209,23.9,14.8
881,61.6,786,0.00308,0.0671,103,98.1,15.7,14.3,0.0865,0.126,0.267,25.4,26.4
922,-38.7,325,0.0819,0.0549,114,72.3,17.3,11.7,0.0992,0.149,0.285,18,28.6
801,26.9,676,0.138,0.0661,102,91.9,15.2,14.8,0.11,0.17,0.313,19,29.4
540,72.3,1.74E+03,0.0144,0.0585,88.4,155,14,22.7,0.102,0.135,0.272,22.3,24.6
607,38.6,1.05E+03,0.0335,0.0601,89.3,107,13.9,17,0.114,0.141,0.249,16.9,25.9
734,39.3,1.12E+03,0.102,0.0725,96.7,129,14.8,18.9,0.073,0.126,0.223,18.8,22.8
388,67.4,1.66E+03,0.0356,0.0556,68.9,149,11.3,21.9,0.073,0.104,0.413,22.8,31.6
318,83.9,1.26E+03,0.0421,0.0542,67,136,11,20.1,0.0929,0.111,0.338,25.7,16.3
952,57.8,1.37E+03,0.0661,0.0492,113,138,16.9,20.5,0.0898,0.127,0.299,22.1,26.2
279,60.5,610,0.0553,0.0691,61.5,79.2,9.76,12.4,0.11,0.124,0.291,23.3,24.1
1.04E+03,141,1.45E+03,0.0543,0.0589,118,136,17.7,20.8,0.084,0.13,0.0969,24.5,16
613,9.43,376,0.0105,0.0548,88,73.3,13.4,12.2,0.0905,0.114,0.216,14.4,31.3
514,67.9,858,-0.00581,0.0686,79.8,108,12.6,16.4,0.0867,0.148,0.295,20.8,27.6
840,70.3,1.06E+03,0.0614,0.0663,106,123,16.1,19.1,0.0773,0.146,0.212,22.7,28.2
472,115,1.73E+03,-0.0138,0.061,70.7,142,11.3,21.6,0.0783,0.131,0.376,14.6,13.3
563,51.3,1.38E+03,0.0274,0.0684,89.5,124,13.6,19.9,0.074,0.155,0.226,25.2,27
989,175,1.49E+03,0.0368,0.0548,113,139,17,21.4,0.118,0.122,0.149,16.2,27.5
199,46.2,607,0.0887,0.0731,57.3,95.9,9.21,14.7,0.104,0.169,0.288,26.1,9.05
1.05E+03,40.5,1.18E+03,0.0383,0.0711,123,119,18.7,18.2,0.0979,0.137,0.194,26,14.8
658,123,1.06E+03,0.067,0.0625,89.4,124,14,18.2,0.102,0.125,0.253,31.2,38.3
33.3,72.5,1.12E+03,0.0534,0.0578,47.9,121,7.61,18.7,0.0856,0.165,0.332,10.4,18.4
1.11E+03,34.7,1.03E+03,0.0201,0.0652,123,126,18.7,18.1,0.0688,0.145,0.233,18.5,24.2
970,87.3,1.33E+03,0.0461,0.06,113,138,17.3,20.7,0.107,0.111,0.234,19.3,47.1
1.27E+03,57.7,1.27E+03,0.0565,0.059,129,132,20.1,20.6,0.0833,0.151,0.314,19.2,26.5
703,60.1,941,0.0447,0.0648,101,103,15.4,16.2,0.0763,0.0842,0.232,20.2,31.3
639,199,1.17E+03,0.0365,0.0517,88.2,124,13.3,18.8,0.12,0.0878,0.213,24.9,27.2
616,4.29,321,0.00435,0.0718,88.8,82.2,13.4,12.2,0.105,0.143,0.254,19,32.1
546,102,1.84E+03,0.032,0.0649,82.4,167,12.8,25.2,0.104,0.136,0.365,13.3,17.1
815,69.4,1.13E+03,0.00279,0.0674,103,125,15.7,17.9,0.0957,0.117,0.363,17.4,15.8
464,86.1,1.61E+03,0.0578,0.0606,78.8,145,12.1,22.4,0.0948,0.165,0.258,16.1,28
880,26,911,0.0177,0.0586,107,106,16.5,17.1,0.0656,0.124,0.235,15,26.2
184,-1.16,513,0.0558,0.0625,55,71.9,8.89,11.9,0.0837,0.141,0.353,14,30.2
671,114,1.54E+03,0.0139,0.0525,94,136,14.3,21.1,0.104,0.178,0.274,18.7,31.6
426,42.3,2.01E+03,0.0295,0.0614,80.2,172,12.3,25.7,0.0805,0.135,0.409,16.3,26.2
747,160,1.60E+03,-0.00404,0.0653,95.1,144,14.4,22.3,0.112,0.116,0.329,20.8,22.7
760,26.1,546,0.0456,0.0636,98.8,87,15.4,13.3,0.125,0.0929,0.302,19.1,25.5
862,44.8,889,0.00674,0.0613,106,112,16.2,17,0.0763,0.127,0.224,16.5,22.8
785,39.8,453,0.0224,0.0697,99.4,91.5,15,13.4,0.0951,0.124,0.315,13.6,23.9
415,-67.8,-17.4,-0.0264,0.05,80,57.6,12.5,8.92,0.109,0.0921,0.346,18,26.8
798,26.2,41.9,0.0693,0.0685,99.2,63.5,15.2,9.41,0.113,0.139,0.261,22.2,16.6
705,33.8,932,0.0159,0.0599,96,121,14.6,17.7,0.0713,0.0996,0.301,15.2,24.8
219,-44.1,86.6,-0.00928,0.0698,63.8,67,9.59,10.1,0.0723,0.201,0.238,16.7,23.2
313,91.5,1.03E+03,0.00876,0.0634,72.4,122,10.8,18.5,0.0934,0.125,0.259,14.5,17.7
462,26.1,1.09E+03,0.0249,0.0548,81.7,120,12.8,18.7,0.0848,0.125,0.33,13.6,22.9
795,29.9,1.38E+03,0.0215,0.0669,99.9,128,16,19.3,0.0781,0.14,0.317,14.6,31.1
677,35,1.01E+03,0.036,0.0587,93.1,116,14.2,16.5,0.078,0.114,0.352,21.7,33
35.6,99.5,1.36E+03,0.021,0.0678,49,127,7.78,19.3,0.0972,0.0819,0.318,23.6,23.7
396,98.2,1.36E+03,0.04,0.051,71.7,139,11.4,20.1,0.122,0.121,0.254,19.9,27.9
308,126,1.10E+03,0.0276,0.051,67.4,118,10.3,18.1,0.119,0.129,0.292,20.5,28.8
301,-37.3,331,0.0099,0.0597,73.5,75.7,11.6,12.6,0.0815,0.127,0.246,20.2,15.8
12.1,63.7,1.47E+03,0.00423,0.0724,50.9,149,7.83,22.6,0.0846,0.109,0.376,13.3,26.1
626,-44.7,-398,0.059,0.0753,93.3,34.4,14.3,6.01,0.0947,0.16,0.336,16.6,22.7
448,-31.9,632,0.0115,0.067,84.6,86.8,12.7,13.5,0.0788,0.144,0.302,14.1,28
135,36.7,2.00E+03,0.024,0.0688,56.6,177,9.11,26.2,0.0986,0.159,0.352,16.8,21.2
711,9.3,126,0.0362,0.0569,89.7,58.4,14.1,10.4,0.116,0.139,0.301,21.1,22.4
330,23.2,342,-0.012,0.0565,69.6,75.3,10.5,11.6,0.102,0.161,0.361,15.4,16.5
1.50E+03,88,938,0.0228,0.0528,144,118,21.6,16.9,0.0982,0.157,0.27,18.1,25.8
229,70.5,869,-0.00605,0.0576,59.3,113,9.51,16.4,0.104,0.133,0.266,21.5,27.6
551,-10.2,682,0.0251,0.0473,87.8,99.7,13.6,15.2,0.0663,0.153,0.204,18.5,24
608,49.9,1.61E+03,0.0434,0.0691,87.9,137,13.6,21.2,0.0951,0.105,0.399,25.7,31.3
750,58.4,1.11E+03,0.044,0.0572,98.8,118,15.1,18.5,0.098,0.135,0.214,14.3,29
1.05E+03,82.9,1.85E+03,0.0471,0.052,113,165,17.4,24.1,0.0866,0.177,0.296,22.8,29.6
548,15.7,1.21E+03,0.0791,0.0673,88.7,119,13.5,18,0.0893,0.16,0.332,26.6,23.3
433,25.6,474,0.0577,0.0759,68.6,93.6,11.1,14.3,0.0923,0.143,0.25,18.5,27.2
951,-11.2,1.19E+03,0.0366,0.064,110,127,17,19,0.0854,0.186,0.24,18.2,21.2
633,50.3,863,0.0327,0.0588,85.4,114,13.4,16.9,0.103,0.148,0.299,16.8,20
959,-11.8,433,0.00561,0.0648,116,91,18.1,13.8,0.0929,0.13,0.265,26,22.4
245,67.7,1.12E+03,-0.0434,0.0607,58,122,9.46,19,0.084,0.118,0.133,16.9,29.3
788,-6.13,809,0.0681,0.0642,99.9,98.1,15.6,16.3,0.0819,0.154,0.226,21.5,31
529,10.1,1.23E+03,0.0628,0.0659,84,135,13.3,21.1,0.0819,0.135,0.18,18.1,17.5
852,33.6,662,0.0366,0.052,105,99.2,15.6,14.5,0.0867,0.145,0.262,27.1,31.8
242,28.6,1.34E+03,-0.0326,0.0555,68.7,136,10.6,20.3,0.0872,0.129,0.362,15.5,14.9
979,-27.6,1.08E+03,0.0202,0.0632,114,118,17.4,17.5,0.0885,0.177,0.45,22.6,22.2
512,91.7,1.52E+03,-0.0129,0.0655,82.3,141,12.8,21.3,0.0996,0.131,0.255,17.2,33.1
895,-29.6,166,0.0301,0.0611,109,62.2,16.6,9.85,0.0896,0.167,0.351,23,21.7
733,97.7,656,0.0583,0.0645,88.2,96.1,13.4,14.2,0.0785,0.0672,0.292,17.2,18.5
449,106,1.26E+03,0.0245,0.0632,75.3,132,11.5,20.3,0.115,0.135,0.306,26.6,25.1
-8.36,0.664,110,0.0301,0.057,43.4,67.9,6.97,9.95,0.0802,0.118,0.182,15.7,33.3
968,72.2,1.64E+03,-0.02,0.0652,115,152,17.5,22.4,0.0886,0.109,0.271,16.3,32.7
410,50.7,1.31E+03,0.0122,0.0624,73,125,11.6,19.5,0.0842,0.157,0.248,19.4,12.1
1.12E+03,61.1,1.04E+03,0.00315,0.0617,132,119,19.5,18.2,0.0798,0.135,0.239,16.7,16.7
1.00E+03,-43.4,-104,0.0312,0.0604,120,44.2,17.9,7.69,0.0873,0.158,0.354,24.4,23.7
571,56.2,781,0.0117,0.0594,86,98.3,13.2,15,0.099,0.0915,0.24,19,27.4
688,5.44,1.30E+03,0.0128,0.059,93.5,125,15,19.4,0.105,0.152,0.254,17.3,40.3
747,-12.1,381,0.0454,0.0699,94.5,78.5,14.9,11.4,0.0901,0.128,0.279,15.7,23.9
382,114,2.16E+03,0.00575,0.054,73.8,183,11.8,26.5,0.11,0.121,0.338,19.1,26.2
645,58.6,981,-0.0263,0.0602,96.7,117,14.8,17.4,0.11,0.133,0.254,18.7,27.3
943,-119,-578,0.027,0.0517,114,29.8,17.7,4.2,0.0843,0.144,0.19,12.3,42
1.16E+03,16.8,1.72E+03,-0.0266,0.0675,129,162,19.7,23.1,0.0896,0.131,0.367,15,27.5
202,7.04,-32.6,0.0761,0.0652,62.8,53.5,9.71,7.94,0.105,0.119,0.282,26.9,23.3
688,-11.1,425,0.0391,0.0607,91.3,73,13.9,11.7,0.0915,0.156,0.326,14.5,19.1
392,99.8,1.38E+03,0.0324,0.0666,71.9,140,11.1,20.7,0.0999,0.0985,0.3,15.8,22.5
1.14E+03,78.9,2.01E+03,0.0396,0.0669,124,176,18.8,26.4,0.0811,0.151,0.244,27.4,32.1
717,39.4,897,0.0549,0.0577,99.5,111,14.9,16.7,0.0943,0.176,0.289,18.6,22.9
351,25,651,0.0395,0.0652,72.5,91,11.3,14.5,0.0851,0.117,0.25,20.9,30.4
410,71.9,1.26E+03,0.0556,0.0527,65.9,127,10.6,20.1,0.106,0.112,0.209,15.8,25.5
443,76.9,1.88E+03,-0.0416,0.0551,79.9,162,12.2,25.3,0.0596,0.131,0.313,16.9,27.3
518,90.6,1.59E+03,0.0845,0.0752,84.9,144,12.9,20.6,0.0863,0.0957,0.276,16,23.8
1.16E+03,-14.8,758,0.00839,0.0707,132,108,19.8,15.9,0.0972,0.156,0.29,18.1,30.8
609,14.9,629,-0.0563,0.0652,93.9,85.3,14.3,13.4,0.0972,0.146,0.23,8.6,21.5
229,45.5,676,-0.0158,0.051,63.6,91.7,9.88,14.9,0.0643,0.136,0.176,17.7,26.9
520,41.3,752,0.023,0.0658,78.5,109,12.6,15.9,0.111,0.151,0.324,20.5,22.5
859,-38.3,759,0.0671,0.0603,109,92.2,16.8,14.3,0.0863,0.181,0.419,18.6,27.7
773,67.5,971,0.0262,0.073,97.8,107,14.8,16.4,0.107,0.147,0.243,17.7,23.7
690,71.5,1.63E+03,0.00413,0.0609,90,149,14.1,21.7,0.103,0.138,0.288,23.6,31.7
582,36.5,210,0.0364,0.061,78.8,62,12.2,10.5,0.107,0.146,0.264,17.7,25.7
558,43,500,0.04,0.0572,88.4,88.8,13.5,13.9,0.0899,0.0835,0.283,21.1,26.2
764,27.3,1.11E+03,0.0729,0.0495,95.1,123,14.9,19,0.0903,0.167,0.329,19.9,27.2
1.36E+03,65.6,1.51E+03,0.0311,0.0756,137,133,20.8,21.3,0.111,0.16,0.241,25.7,27.2
966,-25.2,-222,0.0308,0.0687,114,51.4,17.6,7.73,0.112,0.113,0.281,20.7,23.1
659,72.1,835,0.0199,0.0628,94,109,14.3,16.1,0.101,0.107,0.318,26.1,15.1
614,167,2.13E+03,0.00925,0.0487,84.4,187,13.3,27.3,0.0797,0.0974,0.23,15.3,29.2
363,-14.5,490,0.0815,0.0598,69.8,89.6,11.1,13.3,0.0837,0.163,0.308,13.3,31.6
386,133,1.44E+03,0.0373,0.0568,73.8,136,11.4,21.1,0.094,0.114,0.38,21.7,6.27
-144,87.7,1.17E+03,0.0665,0.0729,36,114,5.87,18,0.0979,0.145,0.268,22.4,23.8
1.34E+03,23,646,0.0421,0.0487,142,88.2,21.3,14.5,0.111,0.137,0.269,20.4,31.3
-122,36.8,791,-0.00292,0.0574,42.5,100,6.93,15,0.134,0.145,0.251,14.5,26.8
1.22E+03,-20.5,701,0.0487,0.0677,137,97.4,20.7,14.1,0.0969,0.15,0.26,19.8,24.4
775,94.4,1.57E+03,0.0465,0.0608,98.4,149,15.2,22,0.0932,0.102,0.331,30,25.9
526,-29.3,349,0.032,0.0617,90,60.2,13.7,9.89,0.112,0.159,0.317,12.4,16.1
674,44.5,1.51E+03,0.0502,0.0637,96.2,147,14.7,21.3,0.103,0.133,0.316,17.7,17.6
581,78.5,729,0.0287,0.0736,80.5,98.6,12.5,15.1,0.094,0.105,0.301,18.7,25.2
631,-32.8,192,0.0322,0.064,92,55.6,14.4,9.24,0.0977,0.108,0.217,23.2,19.5
